#{"t_start": 1776083382.0690448, "env_id": "None"}
r,l,t
37.057106,47,135.804412
-23.21506,47,135.872529
46.0,47,135.93986
46.9,47,136.013332
9.721031,47,136.082045
-56.354243,47,136.149355
40.396188,47,136.215055
62.607552,47,136.285277
9.039815,47,136.352085
14.027138,47,136.423431
-29.296831,47,136.488475
57.963318,47,136.55856
48.134456,47,136.638462
48.819206,47,136.707564
43.04954,47,136.774053
71.15,47,136.84536
68.798907,47,136.914194
111.454645,47,136.984064
127.3,47,137.052386
83.5,47,137.124103
-51.638271,47,137.194636
-1992.300665,47,137.26527
47.389995,47,137.332984
99.65,47,137.401508
45.1,47,137.471795
43.65,47,137.543348
34.5,47,137.609058
-14.728715,47,137.67963
19.98092,47,137.748672
21.685612,47,137.816948
-7.126584,47,137.8839
30.05,47,137.957573
21.4,47,138.0267
-176.185679,47,138.095046
0.818492,47,138.158675
-25.781635,47,138.228987
3.510599,47,138.297692
37.8,47,138.366819
-104.851438,47,138.4336
28.878226,47,138.508698
31.45,47,138.576937
-90.380328,47,138.645669
9.75,47,138.710528
10.05,47,138.782276
64.3,47,138.849026
8.25,47,138.917632
-0.166828,47,138.984708
70.55,47,139.055817
32.8,47,139.125824
51.05,47,139.192192
52.05,47,139.257584
69.75,47,139.328949
61.15,47,139.398879
63.65,47,139.467827
46.15,47,139.532985
53.7,47,139.602177
-470.040077,47,139.670952
25.1,47,139.738302
-962.226538,47,139.801767
-594.339681,47,139.87438
94.2,47,139.942845
73.05,47,140.013371
66.8,47,140.076764
69.734151,47,140.145704
11.85,47,140.21677
31.15,47,140.285683
13.2,47,140.353136
21.8,47,140.422224
42.0,47,140.493252
-21.830252,47,140.56052
34.8,47,140.628483
35.030737,47,140.701118
13.65,47,140.771593
67.55,47,140.840705
32.8,47,140.910878
-18.580153,47,140.981944
31.65,47,141.055466
39.1,47,141.125812
41.45,47,141.192374
-74.04724,47,141.261706
52.35,47,141.330795
10.8,47,141.398578
40.85,47,141.464724
12.75,47,141.536426
55.85,47,141.608076
14.447236,47,141.67736
11.35,47,141.74233
-50.403402,47,141.813301
-84.660958,47,141.884145
-228.063941,47,141.952545
87.4,47,142.020904
42.9,47,142.092424
44.65,47,142.164166
30.826067,47,142.235368
20.4,47,142.301623
8.75,47,142.370601
51.0,47,142.441496
9.65,47,142.508798
-274.230115,47,142.57186
-117.775959,47,142.642159
-23.676342,47,142.710189
77.2,47,142.776121
68.25,47,142.841202
22.024027,47,142.912977
-101.280841,47,142.979472
7.55,47,143.048521
21.8,47,143.119529
30.95,47,143.190588
41.216037,47,143.260147
26.9,47,143.328291
17.25,47,143.395089
17.3,47,143.466455
24.5,47,143.535673
26.5,47,143.606355
17.610462,47,143.670207
33.9,47,143.743205
33.65,47,143.812145
18.7,47,143.883596
33.2,47,143.94613
-30.16106,47,144.017355
-40.770942,47,144.085092
-34.962769,47,144.154146
27.088741,47,144.217662
100.15,47,144.28944
83.25,47,144.359187
174.05,47,144.429871
77.65,47,144.498154
-1.915486,47,144.567703
-1.026782,47,144.636741
28.920581,47,144.706569
53.75,47,144.771617
-68.040086,47,144.840063
40.773098,47,144.910501
45.18439,47,144.980551
46.352757,47,145.047346
66.6,47,145.119532
58.2,47,145.187524
20.761128,47,145.255378
50.55,47,145.320966
69.15,47,145.392608
76.05,47,145.46167
36.4,47,145.524335
68.25,47,145.592609
93.5,47,145.665203
119.6,47,145.73579
92.25,47,145.804116
75.7,47,145.870609
4.02092,47,145.942789
-1434.541927,47,146.01153
61.339995,47,146.077655
70.240612,47,146.142178
44.35,47,146.213862
40.15,47,146.283219
34.642205,47,146.354363
33.157461,47,146.420115
32.715626,47,146.486972
41.85,47,146.555877
8.985603,47,146.623708
41.2,47,146.690705
27.95,47,146.764331
-8.317168,47,146.838365
-2.916794,47,146.905585
-182.450901,47,146.969598
4.056276,47,147.040415
-11.725261,47,147.109079
26.25,47,147.178985
16.641216,47,147.245726
19.5,47,147.317886
12.3,47,147.386123
-36.337285,47,147.453131
-43.258462,47,147.518739
48.0,47,147.58606
-27.331975,47,147.654339
-91.684593,47,147.72312
68.046848,47,147.785432
26.05,47,147.855755
62.15,47,147.924056
52.804916,47,147.992406
73.0,47,148.059094
34.55,47,148.132314
26.103738,47,148.198225
44.1,47,148.270172
88.8,47,148.334383
-495.747346,47,148.403492
16.856434,47,148.471542
-1236.145721,47,148.540192
-1553.325041,47,148.603
105.45,47,148.674465
54.8,47,148.74113
49.7,47,148.810426
87.45,47,148.875654
-38.579701,47,148.947259
20.5,47,149.014869
-88.556497,47,149.085549
7.692673,47,149.152058
32.5,47,149.226634
5.434257,47,149.29606
7.331622,47,149.366403
38.4,47,149.433571
6.45,47,149.507948
64.85,47,149.572753
31.25,47,149.64185
-16.941014,47,149.708567
23.775514,47,149.779416
56.45,47,149.848862
36.810091,47,149.917955
-114.115667,47,149.983112
58.09592,47,150.057618
30.921186,47,150.12635
-53.945305,47,150.192589
4.323666,47,150.25939
57.9,47,150.332669
25.4592,47,150.402426
-145.085257,47,150.467964
-2.088782,47,150.534127
16.277891,47,150.605311
-416.708176,47,150.676866
64.15,47,150.746213
49.65,47,150.813381
52.85,47,150.886646
51.95,47,150.956566
-256.309929,47,151.024259
-79.513995,47,151.089406
65.4,47,151.166894
-69.253137,47,151.234797
-167.432618,47,151.304499
-173.136447,47,151.377118
6.314284,47,151.458472
57.2,47,151.53555
63.65,47,151.621165
-153.547538,47,151.697001
-80.923772,47,151.773205
-52.355776,47,151.84246
-31.805707,47,151.911175
43.05,47,151.977526
10.269631,47,152.048601
-52.180071,47,152.115146
17.931165,47,152.19828
-53.504747,47,152.271919
-9.476674,47,152.353019
32.1,47,152.430709
-19.68731,47,152.50957
5.272383,47,152.580023
27.28875,47,152.653209
16.65,47,152.728755
-19.787554,47,152.802465
32.75,47,152.87132
-43.225962,47,152.945936
37.025198,47,153.020411
74.0,47,153.093429
78.55,47,153.162886
38.55,47,153.236676
119.9,47,153.304221
45.85,47,153.376205
39.666953,47,153.448934
25.624173,47,153.527054
29.965972,47,153.600242
47.5,47,153.674412
52.775822,47,153.746196
33.007462,47,153.821284
60.05,47,153.895156
57.457552,47,153.963843
56.048225,47,154.027342
-52.406845,47,154.099681
25.65,47,154.167751
12.993065,47,154.236687
34.983225,47,154.301826
65.35,47,154.374494
54.6,47,154.447707
72.45,47,154.5166
102.394318,47,154.584207
117.6,47,154.658269
125.55,47,154.726442
71.45,47,154.792827
72.6,47,154.857553
-2685.648635,47,154.921464
50.239995,47,154.986489
65.35,47,155.052949
21.948779,47,155.116721
43.75,47,155.182878
45.25,47,155.248334
26.007461,47,155.314198
-258.512659,47,155.375974
-4.564801,47,155.442763
3.818312,47,155.507824
30.1,47,155.573299
18.0,47,155.639817
17.278681,47,155.713964
16.95,47,155.779514
-87.435712,47,155.842809
-50.048708,47,155.903656
41.55,47,155.969454
7.483754,47,156.033087
-24.537175,47,156.09323
23.7,47,156.15441
11.85,47,156.230553
-8.587527,47,156.29551
12.1,47,156.361481
58.96172,47,156.42348
11.4,47,156.494254
-46.464364,47,156.566452
73.5,47,156.637319
19.65,47,156.708759
62.05,47,156.778425
57.075686,47,156.845142
50.05978,47,156.918454
60.75,47,156.989412
70.75,47,157.05579
57.15,47,157.119487
65.85,47,157.18296
-328.425051,47,157.241598
38.25,47,157.308319
-551.492843,47,157.372988
-1186.400101,47,157.439542
69.1,47,157.502306
69.0,47,157.572697
63.45,47,157.64453
79.682841,47,157.713078
-136.575138,47,157.773716
37.5,47,157.844846
-36.922695,47,157.91136
15.500138,47,157.981611
35.25,47,158.046884
23.455446,47,158.120072
31.206767,47,158.195827
-21.930493,47,158.2701
-114.011915,47,158.339715
51.3,47,158.413935
17.1,47,158.486169
13.65,47,158.563561
3.432978,47,158.634478
7.806724,47,158.70759
30.15,47,158.778398
11.1,47,158.848053
47.65,47,158.913975
4.044263,47,158.983664
50.9,47,159.054028
-33.443442,47,159.122764
3.969594,47,159.190997
35.57893,47,159.262607
-7.942515,47,159.331265
-34.713604,47,159.404881
-22.626103,47,159.473981
-144.836796,47,159.549734
62.383621,47,159.618037
13.65,47,159.688934
6.1,47,159.753234
28.920253,47,159.826916
-109.884823,47,159.896526
6.9,47,159.96795
42.895281,47,160.040208
-79.996718,47,160.111484
-205.66214,47,160.180995
-171.670439,47,160.2515
38.1,47,160.315541
73.3,47,160.388736
81.85,47,160.460017
-38.054591,47,160.529307
-14.617952,47,160.595839
11.1,47,160.668158
13.65,47,160.739341
16.75,47,160.810248
17.369631,47,160.876474
25.214267,47,160.948856
12.391711,47,161.017093
32.608373,47,161.086666
17.35,47,161.151845
5.087934,47,161.222662
27.7,47,161.292853
-123.341383,47,161.361459
23.654583,47,161.426403
-2.498736,47,161.501229
-10.646659,47,161.57054
17.217666,47,161.638806
51.9,47,161.705096
43.1,47,161.777438
77.05,47,161.846861
68.956157,47,161.916457
64.324893,47,161.979824
94.1,47,162.051007
26.239291,47,162.120817
-173.513768,47,162.190873
-8.94175,47,162.258697
64.25,47,162.327395
-13.661194,47,162.396755
19.48471,47,162.470216
39.223473,47,162.538924
49.65,47,162.612465
65.3,47,162.680332
10.790532,47,162.748625
62.45,47,162.815274
32.55,47,162.885714
36.004354,47,162.954813
66.9,47,163.022529
77.4,47,163.089081
46.133857,47,163.157699
-49.612578,47,163.22759
87.55,47,163.296716
100.5,47,163.36447
124.2,47,163.43669
105.6,47,163.506133
67.95,47,163.576455
-1179.506237,47,163.644157
66.139995,47,163.715797
88.0,47,163.786142
-32.360485,47,163.853652
-24.050686,47,163.919467
21.421008,47,163.989043
-71.092942,47,164.059665
-37.487945,47,164.12787
-7.156143,47,164.19559
29.9,47,164.266457
30.25,47,164.332956
28.6,47,164.398655
23.128681,47,164.465322
19.4,47,164.53722
-38.06101,47,164.606417
4.256276,47,164.674378
34.25,47,164.739905
21.3,47,164.813294
25.778812,47,164.882024
27.447991,47,164.951643
11.65,47,165.016036
-80.301125,47,165.085927
-7.107917,47,165.154562
55.349582,47,165.22288
12.3,47,165.287766
-30.869937,47,165.357545
46.77865,47,165.426734
34.8,47,165.4977
45.6,47,165.566816
67.239433,47,165.635467
24.397918,47,165.70494
57.1,47,165.774365
39.6,47,165.839707
32.1,47,165.911378
48.75,47,165.97998
-497.225095,47,166.046313
28.2,47,166.114598
-906.46201,47,166.182493
-672.345085,47,166.250475
60.8,47,166.317038
82.4,47,166.383035
44.4,47,166.453868
87.9,47,166.520803
-67.066984,47,166.588802
26.7,47,166.653463
5.55,47,166.723448
5.413087,47,166.792647
19.15,47,166.861392
17.55,47,166.92881
-44.736439,47,167.000681
35.253121,47,167.072048
-61.48809,47,167.147897
-27.869167,47,167.21469
30.35,47,167.286832
-153.137666,47,167.355546
-71.599428,47,167.422171
45.4341,47,167.487185
18.363212,47,167.557312
12.3,47,167.62955
74.909721,47,167.700975
23.035321,47,167.769714
43.9,47,167.843875
11.1,47,167.911976
56.4,47,167.979662
34.713561,47,168.046599
-54.164119,47,168.114803
-44.104559,47,168.182731
-18.20711,47,168.253006
-853.509625,47,168.320266
74.25,47,168.392509
35.25,47,168.465472
27.6,47,168.534022
32.35,47,168.599362
-48.21961,47,168.670516
-128.382107,47,168.737036
77.7,47,168.805642
0.401648,47,168.869584
-187.185263,47,168.944232
-31.899515,47,169.012343
23.75,47,169.082062
71.3,47,169.147052
33.9,47,169.219026
23.357512,47,169.290285
-33.858983,47,169.357598
-84.028595,47,169.422333
-35.76709,47,169.490249
26.480339,47,169.558294
53.325293,47,169.629878
-39.233105,47,169.696489
13.2,47,169.770318
33.631312,47,169.841426
-30.647681,47,169.911536
35.0,47,169.981956
-53.471973,47,170.051358
-2.238671,47,170.124747
18.6,47,170.195176
-74.428694,47,170.25968
1.078231,47,170.329763
27.596305,47,170.398668
47.535633,47,170.476418
39.25,47,170.542518
52.2,47,170.611987
49.783197,47,170.68034
47.036236,47,170.749275
140.5,47,170.815149
78.35,47,170.891354
-3.35357,47,170.966051
43.2,47,171.035987
54.3,47,171.102615
65.5,47,171.171135
-1.478045,47,171.245005
28.05,47,171.321772
51.05,47,171.389514
32.010003,47,171.463054
74.9,47,171.532856
60.1,47,171.601769
16.6,47,171.664057
60.6,47,171.739643
83.89102,47,171.811532
80.65,47,171.880989
55.1,47,171.953258
7.949449,47,172.026836
91.8,47,172.095361
74.8,47,172.162475
103.712187,47,172.22839
90.95,47,172.300876
42.264231,47,172.369972
-1973.955873,47,172.439464
57.539995,47,172.504194
99.987036,47,172.589976
28.596721,47,172.657983
29.001876,47,172.732692
47.85,47,172.799771
-52.768423,47,172.866942
13.555673,47,172.938578
-70.170542,47,173.005489
-27.817372,47,173.071443
29.982949,47,173.144475
21.072301,47,173.215723
15.8,47,173.285936
24.312569,47,173.355437
-229.013426,47,173.432524
-72.43054,47,173.501008
-26.706286,47,173.569262
-30.041165,47,173.632856
30.45,47,173.702778
18.1,47,173.776002
13.65,47,173.848508
13.65,47,173.916329
6.9,47,173.989287
-15.125609,47,174.070235
14.1,47,174.140795
-51.958242,47,174.205992
82.7,47,174.282322
32.25,47,174.349094
71.3,47,174.421577
47.132386,47,174.488228
-99.167472,47,174.554171
55.5,47,174.621004
-2.505427,47,174.690352
43.8,47,174.757593
44.8,47,174.828942
-258.253652,47,174.899056
30.75,47,174.968421
-966.480582,47,175.036677
-1703.429001,47,175.107874
54.773268,47,175.175985
1.526794,47,175.244911
47.9,47,175.314082
84.85,47,175.385245
-148.288426,47,175.45541
18.8,47,175.522921
4.703672,47,175.589166
29.5,47,175.659136
20.7,47,175.729004
-3.263926,47,175.799351
42.172752,47,175.866646
-11.016225,47,175.938519
-86.344863,47,176.005467
28.43952,47,176.074638
26.2,47,176.144878
-35.89537,47,176.217013
45.15,47,176.295248
46.161059,47,176.36696
17.707031,47,176.433671
-36.708044,47,176.504588
55.45,47,176.574023
13.245169,47,176.643261
4.29336,47,176.711056
-32.865164,47,176.792665
36.2,47,176.86365
23.3,47,176.93534
10.435151,47,177.00197
-0.124601,47,177.07602
21.75,47,177.148766
-554.559707,47,177.217435
36.2,47,177.284018
45.5,47,177.357139
29.4,47,177.426991
8.129208,47,177.496961
-206.814494,47,177.566166
10.75,47,177.639992
44.050895,47,177.707336
-259.2265,47,177.77769
-302.760168,47,177.84769
-117.295261,47,177.920275
52.698616,47,177.991964
90.55,47,178.066638
40.540168,47,178.135468
-62.912937,47,178.208542
-201.026828,47,178.282454
11.627132,47,178.353539
26.1,47,178.42018
36.35,47,178.502239
26.219631,47,178.573538
-78.895472,47,178.64188
25.2,47,178.707727
26.458373,47,178.777826
16.75,47,178.851839
26.25,47,178.922761
27.75,47,178.990397
-66.448613,47,179.061643
19.419918,47,179.130592
-44.715534,47,179.198909
-61.743051,47,179.26383
23.274865,47,179.342455
16.595226,47,179.422483
32.928059,47,179.493537
69.75,47,179.560064
103.302217,47,179.632383
45.6,47,179.702553
174.45,47,179.772652
68.349929,47,179.841431
-104.152952,47,179.913832
-112.683377,47,179.983318
59.45,47,180.052803
32.864463,47,180.117923
0.640366,47,180.196155
37.5,47,180.267292
41.5,47,180.337237
61.982748,47,180.405304
70.145127,47,180.476957
55.95,47,180.546852
29.7,47,180.617802
68.139797,47,180.686599
76.89102,47,180.758777
77.945387,47,180.830326
-21.547933,47,180.914026
65.667592,47,180.980635
72.144318,47,181.051797
116.8,47,181.124081
69.51389,47,181.191503
58.044425,47,181.259798
42.517233,47,181.330017
-1179.506237,47,181.401854
61.139995,47,181.467812
68.940299,47,181.536457
27.1,47,181.615129
42.9,47,181.685847
-19.375727,47,181.755337
-31.802974,47,181.821868
16.452272,47,181.891096
20.384281,47,181.962215
37.75,47,182.034416
-7.137803,47,182.101529
20.619096,47,182.176534
10.716742,47,182.24709
28.05,47,182.321159
9.2,47,182.389891
16.897006,47,182.463041
37.9,47,182.532786
16.75,47,182.60511
28.2,47,182.674232
-8.380601,47,182.745246
12.1,47,182.813908
8.065486,47,182.880271
-69.969213,47,182.95257
43.7,47,183.025872
-91.107428,47,183.097141
11.1,47,183.167864
54.871704,47,183.239344
28.0,47,183.310445
32.45,47,183.382459
45.65,47,183.451035
2.955467,47,183.519902
53.75,47,183.595348
69.65,47,183.663507
41.591091,47,183.732873
82.05,47,183.806408
-527.898976,47,183.882711
41.7,47,183.9588
-608.126026,47,184.030872
-1077.160376,47,184.097054
76.05,47,184.175232
82.4,47,184.245903
51.85,47,184.317453
71.3,47,184.390395
-201.988282,47,184.463608
9.34828,47,184.536882
13.65,47,184.607509
32.9,47,184.676697
26.05,47,184.751903
-0.411118,47,184.819422
33.8,47,184.889497
45.25,47,184.957774
9.65,47,185.033016
59.079004,47,185.101406
16.1,47,185.173098
7.65,47,185.240924
12.936269,47,185.321648
40.059464,47,185.394646
66.9,47,185.467141
13.2,47,185.537652
56.927228,47,185.611755
2.1,47,185.684836
33.15,47,185.755303
-78.849678,47,185.824999
15.620719,47,185.895332
42.05,47,185.965315
-19.793989,47,186.035101
-556.260313,47,186.098343
-29.40306,47,186.169307
-319.399886,47,186.239037
-270.869365,47,186.308955
40.05,47,186.376587
37.592077,47,186.450958
24.75,47,186.526744
-24.366921,47,186.599365
9.2,47,186.664051
80.55,47,186.737137
-27.591491,47,186.806859
-264.224488,47,186.87784
-65.064658,47,186.946283
-11.763171,47,187.021624
78.9,47,187.092721
84.95,47,187.165106
16.309165,47,187.233846
-1.923843,47,187.310169
13.32932,47,187.382631
33.45,47,187.453066
35.65,47,187.519681
45.204509,47,187.590558
22.444772,47,187.662402
-3.09759,47,187.732313
28.05,47,187.803383
30.55,47,187.882866
27.15,47,187.953552
5.310128,47,188.027611
32.55,47,188.096856
18.22311,47,188.169616
16.35,47,188.240918
13.95,47,188.312046
35.45,47,188.384458
54.3,47,188.461322
44.65,47,188.530811
72.7,47,188.60084
98.617081,47,188.668063
20.159059,47,188.740101
176.460173,47,188.808877
74.65,47,188.879989
35.65,47,188.951532
19.85,47,189.033144
43.080048,47,189.105985
61.95,47,189.17454
62.9,47,189.241873
0.20566,47,189.315426
46.4,47,189.384783
48.557552,47,189.468132
54.9,47,189.533877
-35.851514,47,189.607317
-27.815153,47,189.6751
58.45,47,189.753019
79.5,47,189.82699
75.9,47,189.899353
53.3,47,189.970829
74.85,47,190.042231
69.5,47,190.123161
98.204645,47,190.196424
106.6,47,190.267416
90.15,47,190.337344
-111.457092,47,190.402248
-1554.018726,47,190.475372
77.239995,47,190.552685
53.85,47,190.623856
20.1,47,190.689448
10.9,47,190.762316
25.688476,47,190.830209
-9.206141,47,190.898856
48.25,47,190.971607
17.7,47,191.049541
40.8,47,191.12316
31.2,47,191.193664
9.0,47,191.263946
-23.749895,47,191.334461
23.75788,47,191.405144
-62.037768,47,191.476805
15.530492,47,191.546013
28.75,47,191.619191
23.75,47,191.691045
25.790685,47,191.759669
-21.026619,47,191.824542
13.65,47,191.897301
-142.252484,47,191.97036
10.006946,47,192.043471
40.3,47,192.112213
-39.499482,47,192.183732
-34.395804,47,192.253328
44.1,47,192.323031
12.45,47,192.392325
35.185534,47,192.462158
38.35,47,192.532654
30.737513,47,192.600308
41.404079,47,192.666358
64.5,47,192.734689
56.8,47,192.814814
106.869456,47,192.882565
-307.659253,47,192.947751
-41.130894,47,193.020879
-840.564367,47,193.09276
-885.010428,47,193.164611
87.953033,47,193.232304
83.75,47,193.314739
34.9,47,193.386185
99.25,47,193.457856
-38.302232,47,193.52426
30.35,47,193.602417
-10.428939,47,193.67219
24.95,47,193.741473
19.660959,47,193.810718
24.4,47,193.885657
46.5,47,193.952014
-13.345838,47,194.021463
-113.773918,47,194.089497
65.2,47,194.164094
5.2,47,194.230695
-71.112119,47,194.301794
31.4,47,194.367097
39.341632,47,194.445121
54.848706,47,194.517686
-113.723036,47,194.585989
20.963407,47,194.653488
29.321186,47,194.722376
21.431993,47,194.79338
-34.518402,47,194.862249
-45.457164,47,194.927228
13.957334,47,194.999217
25.35,47,195.070394
-231.99113,47,195.139652
8.462173,47,195.210166
-468.907552,47,195.283353
78.95,47,195.352471
18.999619,47,195.427236
33.85,47,195.488631
29.85,47,195.56636
-276.580305,47,195.633325
-144.470423,47,195.697968
-15.984917,47,195.764211
-228.321214,47,195.830835
-83.725374,47,195.901628
-30.50985,47,195.97161
-31.408903,47,196.03737
100.605236,47,196.108909
76.85,47,196.176122
-55.756272,47,196.245307
-42.078433,47,196.30987
-18.472986,47,196.382792
-6.649288,47,196.451153
36.681383,47,196.521844
46.725293,47,196.58864
-2.008171,47,196.664932
33.7,47,196.736533
29.408373,47,196.808725
-30.724488,47,196.88611
-179.158398,47,196.95183
33.7,47,197.01265
-30.165745,47,197.07343
33.7,47,197.132673
25.3,47,197.196433
21.329714,47,197.257055
15.506357,47,197.317813
41.226801,47,197.378997
34.705988,47,197.4443
59.45,47,197.506077
85.122322,47,197.563472
35.077388,47,197.623138
130.4,47,197.686524
66.5,47,197.746434
40.916937,47,197.806549
26.407296,47,197.866123
49.25,47,197.932336
53.25,47,197.993383
20.533448,47,198.05524
-40.217301,47,198.11346
41.6,47,198.175754
48.25,47,198.236464
41.55,47,198.298296
68.0,47,198.357064
-13.174462,47,198.419731
58.3,47,198.482958
85.84102,47,198.545876
76.9,47,198.604188
59.05,47,198.670505
57.65,47,198.729805
74.6,47,198.788662
88.65,47,198.848744
51.45,47,198.913909
90.6,47,198.97713
40.68766,47,199.038768
-1856.371467,47,199.097804
25.139995,47,199.161964
70.5,47,199.223266
44.25,47,199.289149
7.763813,47,199.347394
-1.047273,47,199.410218
33.8,47,199.471202
12.355857,47,199.534989
30.25,47,199.592245
45.9,47,199.65856
18.348561,47,199.720527
32.6,47,199.782759
11.65,47,199.843014
28.55,47,199.909297
-27.581682,47,199.970219
25.1,47,200.032789
4.782238,47,200.093203
0.717835,47,200.158378
-46.683655,47,200.219272
-24.073882,47,200.282694
9.2,47,200.341485
9.65,47,200.407175
12.1,47,200.469696
26.25,47,200.532044
-38.207123,47,200.592309
-279.074405,47,200.657924
77.1,47,200.720325
-19.65665,47,200.784932
72.1,47,200.844886
43.609047,47,200.912014
21.95,47,200.973601
46.5,47,201.038461
51.65,47,201.097784
68.599857,47,201.160727
81.85,47,201.223465
-293.289496,47,201.285511
8.3,47,201.345385
-1473.253348,47,201.408385
-2539.977676,47,201.474023
51.557929,47,201.535526
69.3,47,201.595011
78.800043,47,201.66134
54.425582,47,201.724007
-51.6565,47,201.786318
12.3,47,201.845608
12.0,47,201.910421
30.331067,47,201.970618
32.95,47,202.032763
33.15,47,202.092138
-35.090867,47,202.159614
22.406153,47,202.222836
13.65,47,202.286554
40.8,47,202.348006
28.2,47,202.410789
13.2,47,202.473912
36.45,47,202.534173
51.25,47,202.592872
54.8,47,202.658231
10.5,47,202.71939
36.899112,47,202.780739
16.321186,47,202.840234
32.941821,47,202.905495
7.85,47,202.968439
60.5,47,203.03267
45.9,47,203.092292
-19.415298,47,203.155999
-192.738443,47,203.217994
-36.008569,47,203.279356
-445.587089,47,203.337439
90.0,47,203.403617
21.75,47,203.467414
16.8,47,203.530167
55.3,47,203.591784
-340.028561,47,203.658423
-84.454791,47,203.726426
54.1,47,203.790485
-37.058804,47,203.851155
-961.510878,47,203.914079
-283.843786,47,203.977125
50.35,47,204.039964
83.118587,47,204.098993
7.140413,47,204.161933
-28.021684,47,204.222108
-143.274242,47,204.28223
-97.292586,47,204.353245
15.25,47,204.420619
34.3,47,204.483316
24.819631,47,204.54792
28.3,47,204.609921
2.850144,47,204.674513
10.255294,47,204.738463
-14.561725,47,204.799809
9.813994,47,204.858351
-22.917535,47,204.922175
25.05,47,204.984325
12.625788,47,205.049561
15.3,47,205.107596
31.8,47,205.173063
42.7,47,205.237211
59.55,47,205.301197
21.991631,47,205.363167
60.2,47,205.427848
94.55,47,205.491632
70.35,47,205.553755
163.2,47,205.614827
69.45,47,205.680003
21.56245,47,205.740224
47.45,47,205.80378
45.229521,47,205.865171
31.600822,47,205.930554
-68.76427,47,205.99358
8.598821,47,206.055336
52.0,47,206.115593
60.4,47,206.182144
25.952357,47,206.245933
44.419436,47,206.307258
12.516264,47,206.368234
34.138442,47,206.431768
-2.303368,47,206.495775
65.85,47,206.559944
44.4,47,206.620447
73.65,47,206.686759
30.38544,47,206.747997
53.854217,47,206.81195
90.522832,47,206.871468
98.65,47,206.939152
-3.452471,47,207.001134
-1307.177557,47,207.065292
72.139995,47,207.12549
99.941095,47,207.191246
-11.924483,47,207.253159
21.306554,47,207.316963
11.676137,47,207.37776
24.229608,47,207.445
-17.346433,47,207.505139
-15.14599,47,207.568283
38.993586,47,207.630731
29.7,47,207.696617
22.056909,47,207.759011
22.96586,47,207.822754
33.25,47,207.883068
-0.992406,47,207.948457
-22.659995,47,208.014317
29.20403,47,208.076651
-83.550777,47,208.137055
30.7,47,208.204292
-34.026714,47,208.264195
12.75,47,208.328377
-51.787153,47,208.386546
-65.213779,47,208.454042
31.5,47,208.516209
-14.453668,47,208.579782
-179.913343,47,208.638335
80.8,47,208.703723
30.4,47,208.765671
35.281324,47,208.827814
57.6,47,208.888319
70.1,47,208.955774
52.25,47,209.01783
68.15,47,209.079761
49.85,47,209.139557
74.795397,47,209.205702
-395.492279,47,209.26688
40.5,47,209.330977
-648.653539,47,209.390531
-550.902193,47,209.458252
72.973565,47,209.520157
65.95,47,209.581255
77.124664,47,209.641514
54.416614,47,209.706783
-344.430763,47,209.767061
22.4,47,209.830324
11.2,47,209.890647
29.6,47,209.957701
24.8,47,210.021007
21.2,47,210.082433
23.540164,47,210.140506
-20.540061,47,210.204684
13.65,47,210.267195
53.006246,47,210.329986
-33.783779,47,210.38868
8.087912,47,210.455451
2.818985,47,210.519888
1.360685,47,210.580933
65.1,47,210.641847
12.75,47,210.709073
92.1,47,210.773268
-3.799556,47,210.83779
36.95,47,210.897412
13.65,47,210.965051
17.343265,47,211.028476
-31.649944,47,211.091623
23.15,47,211.149752
13.65,47,211.216809
11.1,47,211.279299
-331.675658,47,211.342831
6.507122,47,211.401977
34.8,47,211.469247
22.18532,47,211.533782
38.35,47,211.593632
16.8,47,211.655226
-72.615433,47,211.721268
13.425013,47,211.783515
8.940637,47,211.843581
-165.130702,47,211.903271
10.1,47,211.969939
24.386228,47,212.035458
86.5,47,212.099285
72.9,47,212.158331
-78.851378,47,212.221962
1.248475,47,212.286892
-60.871602,47,212.349854
10.298775,47,212.412236
40.5,47,212.478585
35.725293,47,212.544345
-62.219225,47,212.606022
8.382792,47,212.666095
22.0,47,212.733076
21.169905,47,212.796739
31.0,47,212.859006
-19.978601,47,212.91915
28.3,47,212.984443
15.473069,47,213.047594
7.9,47,213.108968
30.1,47,213.168233
37.3,47,213.234143
38.025314,47,213.296664
28.504366,47,213.360175
57.35,47,213.419996
80.6,47,213.485556
60.5,47,213.55236
135.9,47,213.611947
51.7,47,213.673978
32.064808,47,213.740238
25.574145,47,213.801981
41.120949,47,213.865534
53.8,47,213.92462
51.1,47,213.990253
50.15,47,214.055454
36.95155,47,214.118405
40.890536,47,214.180038
51.45,47,214.246275
47.45,47,214.308001
-70.71344,47,214.367582
17.176481,47,214.426198
67.79102,47,214.49319
54.1,47,214.557519
56.45,47,214.620515
71.93663,47,214.679732
83.3529,47,214.746452
102.8,47,214.808122
121.65,47,214.871022
109.3,47,214.933726
62.091971,47,214.999772
-1373.123963,47,215.063405
63.284433,47,215.127745
32.782583,47,215.185887
32.377124,47,215.251245
19.018712,47,215.31423
42.9,47,215.379212
-3.094135,47,215.438578
-100.694245,47,215.500062
-70.59841,47,215.561831
25.217506,47,215.624328
20.4,47,215.684117
19.5,47,215.754676
11.149095,47,215.820465
24.2,47,215.883469
6.65,47,215.945194
-59.583161,47,216.011745
34.25403,47,216.076306
-124.164892,47,216.140929
