#{"t_start": 1776083382.0690448, "env_id": "None"}
r,l,t
-19.762893,47,56.238278
-242.60514,47,56.307501
63.95,47,56.376042
30.25,47,56.439204
14.55,47,56.499561
28.171195,47,56.565032
13.45,47,56.627708
12.75,47,56.691245
39.95,47,56.752116
-145.956988,47,56.820238
-242.085506,47,56.883581
-69.260373,47,56.948276
57.25,47,57.010344
53.858784,47,57.075998
51.7,47,57.138389
-113.313154,47,57.203343
-15.74549,47,57.264111
-129.943886,47,57.33156
13.1,47,57.396787
44.65,47,57.460423
34.866037,47,57.522506
21.090265,47,57.590531
22.2,47,57.65799
27.258373,47,57.72506
20.85,47,57.79277
23.55,47,57.864353
9.543587,47,57.927991
18.4,47,57.992484
31.45,47,58.053268
22.45,47,58.126372
35.4,47,58.20063
39.9,47,58.271087
-40.398928,47,58.332952
23.7,47,58.398775
55.25,47,58.46974
102.2,47,58.535038
7.122371,47,58.592325
115.65,47,58.657853
77.7,47,58.722429
36.6,47,58.786358
37.227724,47,58.84798
21.053263,47,58.914038
36.15,47,58.978511
44.25,47,59.042855
36.1,47,59.103604
36.95,47,59.170494
62.1,47,59.232589
66.6,47,59.295308
63.4,47,59.356013
7.356684,47,59.424011
1.23429,47,59.49058
50.9,47,59.555377
72.1,47,59.630243
48.95,47,59.716362
39.1,47,59.794612
84.85,47,59.868387
96.920506,47,59.936531
62.75,47,60.000469
92.1,47,60.072765
-8.024131,47,60.148917
-1751.759543,47,60.228838
45.789995,47,60.303718
84.9,47,60.37627
35.95,47,60.449361
22.05,47,60.522023
-25.550051,47,60.595317
-43.220585,47,60.666326
37.2,47,60.736499
35.53301,47,60.805201
29.9,47,60.880351
24.951249,47,60.945447
-29.956616,47,61.007361
-6.831713,47,61.066726
25.75,47,61.134268
13.0,47,61.198485
16.207469,47,61.262045
-48.251212,47,61.33504
8.978015,47,61.409217
24.4,47,61.485005
26.030979,47,61.573244
-102.787267,47,61.651182
-76.959205,47,61.725211
10.2,47,61.800395
55.052967,47,61.879277
8.7,47,61.952001
-38.539805,47,62.02733
81.5,47,62.098223
27.15,47,62.169929
53.85,47,62.240283
55.95,47,62.313721
57.95,47,62.389142
55.7,47,62.454981
65.296348,47,62.512421
67.5,47,62.617077
93.05,47,62.718191
-496.828711,47,62.808741
0.082367,47,62.877695
-824.627068,47,62.970279
-865.284094,47,63.068739
89.0,47,63.146125
81.45,47,63.216221
78.2,47,63.291069
91.179464,47,63.36428
-102.432527,47,63.43689
11.242666,47,63.508645
-119.026875,47,63.581315
-10.445482,47,63.651894
30.260959,47,63.72699
-17.93386,47,63.798818
6.553291,47,63.883259
-28.813567,47,63.964316
-33.401607,47,64.037088
58.3,47,64.107358
-1.844929,47,64.177196
-15.290309,47,64.247795
42.494217,47,64.327661
25.083191,47,64.39766
59.194451,47,64.469996
-58.184317,47,64.540572
73.35,47,64.607192
28.885321,47,64.671773
27.856561,47,64.749707
-272.65713,47,64.824608
16.709776,47,64.890538
41.07893,47,64.949376
25.426008,47,65.012581
12.3,47,65.076293
20.85,47,65.142194
-347.485874,47,65.201787
90.45,47,65.26452
45.75,47,65.325463
39.3,47,65.388118
44.7,47,65.44881
11.0,47,65.515932
13.65,47,65.586338
74.85,47,65.653503
-242.919642,47,65.715612
-672.164457,47,65.779498
9.7,47,65.848652
44.619676,47,65.913802
80.7,47,65.982766
81.95,47,66.056634
-83.126288,47,66.126336
-72.59253,47,66.192035
-75.848581,47,66.259676
-15.462772,47,66.330888
21.295606,47,66.400589
3.78369,47,66.46056
-2.314886,47,66.52122
19.05,47,66.584144
-35.836751,47,66.656528
-15.364985,47,66.732962
-72.964362,47,66.81646
14.676243,47,66.896804
-3.166612,47,66.970559
-2.372978,47,67.041596
-41.958502,47,67.109955
38.65,47,67.183636
40.2,47,67.26372
38.604914,47,67.33764
31.779044,47,67.407123
70.8,47,67.481941
102.55,47,67.555981
49.25,47,67.622077
149.8,47,67.686709
42.168126,47,67.750381
-71.1231,47,67.815239
32.499711,47,67.877771
35.7,47,67.943627
36.437319,47,68.015269
34.356519,47,68.096334
16.059704,47,68.176904
35.241048,47,68.246574
60.457552,47,68.32452
-41.162847,47,68.401826
-59.777835,47,68.479779
-6.972857,47,68.546262
-134.813332,47,68.625345
82.85,47,68.694954
-122.456144,47,68.765747
-32.038974,47,68.82758
62.2,47,68.89482
97.348,47,68.96009
-36.073901,47,69.027374
66.662565,47,69.090772
88.8,47,69.16227
69.849476,47,69.238083
-4046.53914,47,69.303851
79.602899,47,69.370433
71.15,47,69.439157
55.95,47,69.511325
38.901876,47,69.582754
26.564981,47,69.643677
12.739067,47,69.710881
30.25,47,69.776183
27.6,47,69.842322
47.4,47,69.900547
37.945479,47,69.964509
-28.990927,47,70.028005
-97.842767,47,70.086781
-16.679527,47,70.144299
-7.457024,47,70.206342
-8.158734,47,70.267054
35.680323,47,70.328347
-152.985779,47,70.386828
-8.006384,47,70.448072
-36.358206,47,70.510919
1.356075,47,70.572699
-140.44264,47,70.63467
-124.308969,47,70.696373
69.95,47,70.754322
-92.728762,47,70.815558
-12.841616,47,70.875354
74.527952,47,70.940009
37.640425,47,71.008401
37.2,47,71.07561
24.885889,47,71.138211
59.004615,47,71.199188
30.15,47,71.260786
45.3,47,71.320037
49.902542,47,71.378446
50.3,47,71.442021
-359.190044,47,71.507272
-65.196771,47,71.565259
-556.895998,47,71.627667
-1119.897242,47,71.691409
91.4,47,71.753168
35.25,47,71.819245
77.95,47,71.877878
72.144782,47,71.943216
-317.263449,47,72.008903
24.45,47,72.071773
9.15,47,72.131884
-23.007171,47,72.199014
-6.248293,47,72.262282
8.133561,47,72.323812
13.259678,47,72.381089
11.841491,47,72.444386
-18.272867,47,72.510485
55.95,47,72.576209
14.275613,47,72.633302
3.447558,47,72.700969
44.4,47,72.762581
34.573641,47,72.828176
56.898372,47,72.889365
-40.543002,47,72.956548
68.312693,47,73.016055
-50.155398,47,73.078396
-7.013339,47,73.140393
-112.174947,47,73.208147
28.588646,47,73.275239
43.52893,47,73.34429
21.109889,47,73.405869
-191.168397,47,73.469539
-224.623553,47,73.532215
-265.180409,47,73.594177
78.25,47,73.654379
6.631234,47,73.717321
-4.631332,47,73.780263
54.85,47,73.844591
-112.209469,47,73.908472
-39.91052,47,73.973095
47.55,47,74.036035
-63.836858,47,74.099774
-103.948394,47,74.161242
-165.578001,47,74.225217
59.6,47,74.288237
112.75,47,74.350818
70.65,47,74.409699
-42.354341,47,74.473796
-13.03419,47,74.540133
7.107664,47,74.602016
-65.627283,47,74.662643
46.772278,47,74.732614
-10.523889,47,74.795008
21.545386,47,74.857327
13.096407,47,74.914976
9.731191,47,74.9804
6.096831,47,75.044527
-1.817008,47,75.104844
3.527216,47,75.170914
16.483753,47,75.236821
-38.368836,47,75.298943
-72.207991,47,75.358921
28.105869,47,75.417324
44.7,47,75.481776
22.79481,47,75.546714
48.409209,47,75.610459
64.6,47,75.670915
80.55,47,75.738523
65.8,47,75.807427
69.8,47,75.866946
47.112002,47,75.929749
38.933852,47,75.995321
-83.658595,47,76.057755
65.0,47,76.121245
41.22666,47,76.183403
-29.434635,47,76.25042
50.123473,47,76.312492
45.081098,47,76.376029
44.478577,47,76.438158
28.746655,47,76.503224
-138.197643,47,76.565042
26.744441,47,76.629156
53.65,47,76.689686
54.939655,47,76.754775
69.9,47,76.817621
58.05,47,76.879551
65.25,47,76.946055
99.1,47,77.012524
118.45,47,77.074477
111.1,47,77.141837
49.7,47,77.202052
-3.460129,47,77.272957
-1507.153132,47,77.336381
46.247071,47,77.398466
82.87752,47,77.460222
52.25,47,77.528481
5.574406,47,77.591541
-0.280764,47,77.654921
-26.649914,47,77.712789
48.8,47,77.784927
35.373996,47,77.846943
51.05,47,77.913621
38.85,47,77.97594
26.723102,47,78.048134
-12.061522,47,78.112332
-112.156126,47,78.178447
-122.810312,47,78.240148
-15.794145,47,78.305763
-4.515378,47,78.369739
-65.589186,47,78.435174
-19.933944,47,78.494908
30.75,47,78.568885
-3.481761,47,78.634703
-106.060734,47,78.697409
-216.797113,47,78.76285
59.25,47,78.828538
-14.238467,47,78.898659
-41.773426,47,78.963101
45.435359,47,79.026726
26.75,47,79.092649
58.35,47,79.157072
56.6,47,79.22138
42.5,47,79.282644
37.05,47,79.35263
63.15,47,79.416122
66.95,47,79.483782
79.3,47,79.544411
-252.911593,47,79.612586
-20.984035,47,79.677588
-477.67388,47,79.744788
-1422.127789,47,79.80738
100.05,47,79.87296
78.05,47,79.93897
70.4,47,80.002361
90.3,47,80.065612
-77.351912,47,80.130509
27.483653,47,80.196833
7.8,47,80.260627
12.134226,47,80.321138
14.689355,47,80.388691
23.982263,47,80.455753
46.55,47,80.521544
28.856153,47,80.584412
-68.769927,47,80.650868
74.55,47,80.715776
-73.906379,47,80.779303
-24.789765,47,80.841997
-25.368157,47,80.906366
30.433191,47,80.972412
42.7,47,81.038023
9.6,47,81.100302
50.590927,47,81.166304
-64.775971,47,81.235623
38.019961,47,81.300807
-324.116524,47,81.361957
10.572022,47,81.426565
52.92893,47,81.489413
22.909889,47,81.559051
10.5,47,81.619705
-79.372182,47,81.685963
-241.994273,47,81.750937
44.8,47,81.816329
51.9,47,81.882318
27.645822,47,81.953113
49.1,47,82.016759
-198.05694,47,82.079739
-249.932177,47,82.139003
52.05,47,82.203827
-74.223205,47,82.265662
-461.793347,47,82.327466
-148.949021,47,82.388271
65.7,47,82.457923
100.55,47,82.521469
78.85,47,82.585142
-148.482165,47,82.646117
-80.625469,47,82.712686
-16.120615,47,82.783628
-1.329749,47,82.848415
35.617763,47,82.910088
23.605676,47,82.976997
-40.3141,47,83.04091
28.7,47,83.103283
-59.378919,47,83.165685
3.846831,47,83.233846
-13.092229,47,83.297327
35.25,47,83.365663
21.8,47,83.427364
25.45,47,83.493316
27.15,47,83.562822
28.75,47,83.626154
25.8,47,83.686945
41.7,47,83.756112
45.2,47,83.820209
63.85,47,83.886634
70.2,47,83.950877
81.95,47,84.019635
122.55,47,84.082711
45.810151,47,84.145254
2.269164,47,84.212324
43.6,47,84.281963
17.857058,47,84.344724
49.76665,47,84.409073
28.601178,47,84.47102
41.164581,47,84.536107
53.9,47,84.60598
50.55,47,84.671179
53.833058,47,84.731071
53.6,47,84.800912
-7.346423,47,84.86734
59.4,47,84.934201
77.9,47,84.994201
53.45,47,85.058828
51.45,47,85.130205
74.8,47,85.197611
99.55,47,85.256798
119.9,47,85.326444
103.05,47,85.389796
60.25,47,85.450084
20.286846,47,85.51124
-1954.251969,47,85.580122
74.589995,47,85.644621
68.65,47,85.709424
51.5,47,85.774876
30.1,47,85.841928
36.15,47,85.906467
29.0,47,85.972387
49.25,47,86.034553
32.8,47,86.099737
22.3,47,86.164612
27.4,47,86.231755
-76.913038,47,86.289782
22.478681,47,86.357052
30.55,47,86.421643
-178.539707,47,86.485707
-23.889953,47,86.544607
20.75,47,86.613955
13.933754,47,86.679866
26.822971,47,86.748879
24.0,47,86.811004
10.2,47,86.880363
-145.830359,47,86.946515
6.45,47,87.015239
66.35,47,87.076669
-146.526216,47,87.144108
-20.830769,47,87.207862
29.9,47,87.270391
21.75,47,87.331226
63.55,47,87.399071
48.05,47,87.461796
13.25,47,87.529849
13.35,47,87.590587
36.35,47,87.657621
60.05,47,87.723692
84.45,47,87.791717
-513.192953,47,87.851664
-29.554009,47,87.921108
-1448.314231,47,87.988187
-1423.11014,47,88.054108
81.55,47,88.11473
56.55,47,88.184394
66.15,47,88.248437
75.95,47,88.311246
13.65,47,88.37592
13.65,47,88.441312
13.2,47,88.505159
13.9,47,88.568826
30.95,47,88.628825
30.3,47,88.694175
21.85,47,88.758713
13.956153,47,88.823619
-122.045591,47,88.886296
45.15,47,88.955999
15.15,47,89.019161
-40.170453,47,89.082331
42.8,47,89.151223
-24.8167,47,89.21662
40.354974,47,89.282417
12.1,47,89.348158
73.8,47,89.416538
28.871186,47,89.482249
36.5,47,89.544657
-24.242815,47,89.610854
55.4,47,89.671705
16.75,47,89.737186
12.75,47,89.805123
-208.566041,47,89.868426
-51.097967,47,89.931489
-591.056581,47,89.997412
83.65,47,90.061703
29.6,47,90.125976
-36.578947,47,90.188655
36.5,47,90.252676
-38.188015,47,90.316738
-93.806955,47,90.379606
71.85,47,90.440066
10.5,47,90.5117
-155.682016,47,90.582144
-120.704768,47,90.644575
45.1,47,90.704971
107.0,47,90.773283
89.1,47,90.836244
-31.708823,47,90.90067
-24.182166,47,90.961939
7.65,47,91.03143
19.4,47,91.098152
26.95,47,91.161183
35.6,47,91.221802
27.35,47,91.293785
20.0,47,91.36076
26.75,47,91.423681
23.75,47,91.486491
8.787531,47,91.554571
24.95,47,91.618769
18.75,47,91.686628
5.606397,47,91.751727
21.093505,47,91.815941
-19.712429,47,91.887257
30.55,47,91.955119
56.9,47,92.017521
19.384884,47,92.084266
64.3,47,92.161967
113.05,47,92.225326
47.8,47,92.286719
157.05,47,92.358517
59.15,47,92.420546
32.349356,47,92.484874
16.8,47,92.549853
31.2,47,92.61802
18.366967,47,92.682382
-15.974355,47,92.75104
34.2,47,92.812942
41.85,47,92.878596
47.15,47,92.944997
58.683149,47,93.010902
56.95,47,93.075575
18.05,47,93.141527
53.0,47,93.207917
72.95,47,93.272353
73.6,47,93.333556
42.55,47,93.398667
74.85,47,93.463544
98.45,47,93.528407
56.85,47,93.593122
106.5,47,93.658505
92.2,47,93.726507
76.05,47,93.791629
-1179.506237,47,93.853133
63.539995,47,93.918741
75.8,47,93.982823
40.95,47,94.048119
42.7,47,94.110901
32.1,47,94.180061
31.45,47,94.24335
31.34227,47,94.308434
13.65,47,94.3715
15.45,47,94.436838
7.998697,47,94.504264
16.8,47,94.571722
23.7,47,94.631134
25.35,47,94.696623
13.65,47,94.763063
-47.348644,47,94.826181
33.05,47,94.887608
24.45,47,94.958956
17.5,47,95.023185
9.9,47,95.084962
-28.223156,47,95.151393
-27.794412,47,95.217401
-244.0693,47,95.28346
43.7,47,95.348146
14.55,47,95.409875
-210.308201,47,95.476285
77.7,47,95.539903
26.3,47,95.610434
57.9,47,95.668891
61.65,47,95.731997
63.5,47,95.793956
59.75,47,95.85587
30.15,47,95.920002
61.95,47,95.985628
54.546535,47,96.048099
-467.358467,47,96.11631
-5.143707,47,96.180315
-661.05071,47,96.250319
-941.287956,47,96.311392
78.109543,47,96.375222
58.8,47,96.442776
49.15,47,96.512349
84.667063,47,96.575823
11.4,47,96.645778
13.65,47,96.706711
-85.275474,47,96.771395
12.192144,47,96.835722
19.85,47,96.897967
18.15,47,96.958995
43.85,47,97.026072
20.998677,47,97.089564
-3.360805,47,97.154186
70.4,47,97.216937
2.177875,47,97.28252
25.8,47,97.345868
43.044217,47,97.409472
56.0,47,97.470701
54.0,47,97.537566
9.15,47,97.603191
64.85,47,97.666613
9.2,47,97.727877
46.2,47,97.794718
6.694599,47,97.85774
53.3,47,97.921922
44.128666,47,97.980645
20.1,47,98.044549
-105.54293,47,98.108472
-69.924885,47,98.171076
-341.458422,47,98.234879
34.35,47,98.301381
25.7,47,98.363477
-29.630522,47,98.424546
51.35,47,98.486851
-68.261891,47,98.550945
-87.560874,47,98.613639
37.942547,47,98.67754
12.135272,47,98.739983
-61.207643,47,98.80796
-15.38757,47,98.871693
61.8,47,98.934638
88.55,47,98.992439
35.25,47,99.056834
10.25,47,99.120363
14.1,47,99.18487
2.228905,47,99.248903
23.733676,47,99.313601
30.7,47,99.376088
35.45,47,99.439144
25.666756,47,99.4986
24.33094,47,99.56366
19.358373,47,99.628292
24.95,47,99.690324
28.75,47,99.753026
15.2,47,99.81867
16.2,47,99.882279
-42.300305,47,99.94579
28.0,47,100.006793
21.3,47,100.069914
22.85,47,100.133687
59.6,47,100.198599
44.2,47,100.262024
34.35,47,100.326933
100.85,47,100.392054
54.6,47,100.456666
117.35,47,100.516112
72.0,47,100.58674
41.166953,47,100.651097
39.825881,47,100.715448
42.5,47,100.775995
59.0,47,100.843889
-1.274968,47,100.907225
43.2,47,100.971015
49.4,47,101.030123
29.68777,47,101.094646
47.75,47,101.155205
57.258494,47,101.220289
-6.61399,47,101.284853
-1.41992,47,101.352872
53.8,47,101.416271
85.3,47,101.479176
59.45,47,101.53825
77.05,47,101.603085
96.744318,47,101.66682
101.25,47,101.732229
103.05,47,101.79193
74.85,47,101.857188
62.4,47,101.918795
-1897.662095,47,101.984396
76.839995,47,102.046357
78.35,47,102.10893
30.65,47,102.172941
37.2,47,102.237249
33.55,47,102.299748
-1.713838,47,102.364911
41.760607,47,102.428099
12.435686,47,102.492354
25.618223,47,102.551602
35.6,47,102.618525
-0.644375,47,102.682683
-11.307026,47,102.764672
22.2,47,102.838281
-63.937258,47,102.915237
15.45,47,102.988695
1.563751,47,103.06143
-71.887574,47,103.133147
19.878812,47,103.208667
-49.818243,47,103.27791
7.35,47,103.350105
-6.871348,47,103.418364
4.642209,47,103.492017
45.5,47,103.560143
13.45,47,103.629615
-1.699754,47,103.698628
66.25,47,103.769683
23.85,47,103.838546
66.25,47,103.910171
52.376148,47,103.975652
51.55,47,104.050378
27.3,47,104.117111
64.8,47,104.186703
53.9,47,104.255894
62.7,47,104.327628
-276.681506,47,104.399101
37.45,47,104.46792
-1702.257871,47,104.53219
-1190.046443,47,104.601816
63.776908,47,104.673398
30.45,47,104.743868
64.8,47,104.812109
81.95,47,104.885016
10.5,47,104.957694
27.25,47,105.030542
-47.759939,47,105.101074
31.05,47,105.170987
40.6,47,105.244453
24.309116,47,105.314677
46.6,47,105.384204
18.456153,47,105.461236
-68.501813,47,105.548271
72.35,47,105.626952
-10.651026,47,105.698394
-134.702206,47,105.766715
13.2,47,105.838832
56.45,47,105.911651
61.555276,47,105.984378
-305.5408,47,106.052634
37.514927,47,106.118961
23.021186,47,106.187779
-22.337847,47,106.266203
-163.059585,47,106.345272
54.35,47,106.426438
33.5,47,106.508421
19.05,47,106.582796
-305.716317,47,106.665564
-7.590967,47,106.746906
-312.927542,47,106.82722
26.962371,47,106.908262
39.0,47,106.98279
40.834989,47,107.055331
31.55,47,107.1266
-46.964748,47,107.196574
-126.428982,47,107.265729
59.75,47,107.336838
-83.675499,47,107.41348
-145.604255,47,107.483876
-69.566706,47,107.559892
39.254498,47,107.634994
101.5,47,107.707144
68.05,47,107.775625
-34.527188,47,107.847818
-56.669699,47,107.916623
8.022561,47,107.986547
33.15,47,108.052572
39.4,47,108.122152
-27.414122,47,108.1905
-4.612328,47,108.258441
26.4,47,108.326645
28.308373,47,108.400624
19.3699,47,108.467589
-105.225995,47,108.534997
-21.410636,47,108.60102
6.522383,47,108.670835
26.180339,47,108.736129
9.534494,47,108.805492
28.25,47,108.869905
13.762235,47,108.936925
53.4,47,109.004601
37.8,47,109.073041
66.35,47,109.137278
92.247185,47,109.208203
11.804929,47,109.275949
185.2,47,109.347849
69.85,47,109.414823
31.95,47,109.486199
39.075881,47,109.551944
55.769303,47,109.621629
34.066837,47,109.685144
41.307089,47,109.754187
55.273473,47,109.8239
44.962263,47,109.894925
65.491688,47,109.960511
52.258315,47,110.030318
19.371087,47,110.097571
-3.326805,47,110.165156
12.348862,47,110.230258
41.643154,47,110.299034
81.85,47,110.370386
-111.502988,47,110.43948
51.956262,47,110.507607
79.394318,47,110.58144
80.0,47,110.648525
114.3,47,110.717139
109.2,47,110.781669
-55.140431,47,110.852699
-1514.608142,47,110.920776
62.589995,47,110.986139
64.481098,47,111.050602
53.7,47,111.122527
21.743227,47,111.192556
46.8,47,111.260108
36.45,47,111.32507
32.7,47,111.402566
38.55,47,111.475825
37.5,47,111.541753
33.62059,47,111.607862
32.797488,47,111.679491
31.228681,47,111.748662
22.581769,47,111.815528
-13.326975,47,111.879799
-66.32728,47,111.952172
41.55,47,112.023688
-131.595506,47,112.090943
33.45,47,112.157912
35.25,47,112.229661
10.95,47,112.302675
-141.008252,47,112.371413
10.5,47,112.438555
15.288322,47,112.511227
7.15,47,112.579207
8.25,47,112.648946
50.591892,47,112.716169
38.85,47,112.787958
55.95,47,112.856444
62.7,47,112.921413
26.85,47,112.988981
53.78544,47,113.059243
19.9,47,113.129224
29.3,47,113.196908
47.05,47,113.264057
-473.296334,47,113.334233
42.0,47,113.401316
-656.666822,47,113.469191
-1102.848992,47,113.537094
64.4,47,113.608151
54.6,47,113.676697
61.2,47,113.742719
53.95,47,113.811432
-278.16573,47,113.883415
33.9,47,113.951833
-19.19124,47,114.023477
26.98318,47,114.089319
-24.735471,47,114.158494
8.22769,47,114.227168
34.8,47,114.296867
28.726452,47,114.362658
11.1,47,114.434922
50.2,47,114.502218
-31.233955,47,114.570695
-40.738487,47,114.637982
-3.81282,47,114.705238
30.811854,47,114.774632
38.6,47,114.843008
-371.739085,47,114.908223
62.75,47,114.976826
-76.487418,47,115.0446
38.591972,47,115.117461
-267.456935,47,115.181936
49.2,47,115.251607
51.45,47,115.32129
26.326008,47,115.391481
-32.120101,47,115.458915
27.15,47,115.531882
-425.714957,47,115.601928
91.228092,47,115.672823
31.15,47,115.739129
43.679828,47,115.810097
27.8,47,115.879162
-19.644546,47,115.946958
10.65,47,116.014077
65.6,47,116.083045
7.901648,47,116.153836
-294.651837,47,116.224453
-114.348113,47,116.292106
57.65,47,116.3629
94.95,47,116.431918
75.05,47,116.499693
-23.056098,47,116.583173
13.65,47,116.655856
12.0,47,116.723565
-2.471921,47,116.793064
2.976379,47,116.856741
50.0,47,116.931467
-31.635883,47,117.000194
33.9,47,117.07357
23.658373,47,117.144706
2.8,47,117.213436
20.666649,47,117.28418
20.4,47,117.352881
26.05,47,117.420072
25.9,47,117.489359
-15.214716,47,117.557698
25.05,47,117.629929
37.65,47,117.695971
62.15,47,117.770834
32.794376,47,117.8411
70.8,47,117.909359
95.55,47,117.97645
62.1,47,118.051191
57.6,47,118.121185
66.456157,47,118.188707
-20.244605,47,118.258214
30.571122,47,118.328208
48.55,47,118.395779
49.095256,47,118.466591
-11.722113,47,118.533462
46.823473,47,118.605239
52.5,47,118.676662
59.107552,47,118.746167
61.05,47,118.811841
37.425929,47,118.882766
27.1,47,118.949404
52.976167,47,119.017219
74.1,47,119.085283
34.15,47,119.157305
49.35,47,119.224054
69.9,47,119.294076
96.75,47,119.359895
106.0,47,119.437137
105.15,47,119.504532
86.0,47,119.574597
-159.419776,47,119.641094
-2592.792593,47,119.710099
69.439995,47,119.77999
74.05,47,119.846195
48.75,47,119.914739
44.25,47,119.990102
28.033537,47,120.05972
27.3,47,120.129184
47.4,47,120.195678
35.4,47,120.267294
45.0,47,120.336812
39.25,47,120.4074
28.327984,47,120.473638
24.5,47,120.546339
16.3,47,120.617412
13.65,47,120.686726
6.207046,47,120.751876
37.1,47,120.823015
15.115802,47,120.893965
-50.859517,47,120.963792
19.75,47,121.029624
5.776271,47,121.101715
13.65,47,121.173709
10.2,47,121.242918
43.45,47,121.309241
-245.514337,47,121.38248
-15.128774,47,121.451799
66.323612,47,121.516496
34.15,47,121.582256
36.985728,47,121.651613
46.1,47,121.720163
63.15,47,121.790359
61.4,47,121.855641
52.1,47,121.927526
52.85,47,121.997231
96.65,47,122.063709
-396.479205,47,122.128546
31.3,47,122.199522
-625.536958,47,122.267167
-971.898992,47,122.334302
85.25,47,122.402239
62.6,47,122.472526
47.8,47,122.540085
80.95,47,122.60716
-79.112786,47,122.674845
27.7,47,122.747784
-36.444346,47,122.816556
32.55,47,122.8865
2.521301,47,122.951227
24.608074,47,123.024022
33.550117,47,123.092905
19.353376,47,123.162681
14.25,47,123.229398
70.85,47,123.301525
6.55,47,123.368536
-128.468675,47,123.435495
-47.080857,47,123.498967
47.615509,47,123.571026
44.4,47,123.640243
10.3,47,123.710857
77.999326,47,123.779335
-32.381155,47,123.846644
-26.379896,47,123.913509
7.8,47,123.984039
33.9,47,124.051688
42.5,47,124.122927
11.45,47,124.192345
-58.065631,47,124.261723
21.75,47,124.329755
-275.087258,47,124.399035
68.478092,47,124.467031
38.85,47,124.535791
28.8,47,124.602813
29.194612,47,124.674545
-111.183541,47,124.745481
11.85,47,124.815038
47.1,47,124.880164
-212.074198,47,124.950578
-103.948394,47,125.021316
-157.750961,47,125.091151
-43.132883,47,125.154552
95.9,47,125.223496
66.5,47,125.292044
-33.113679,47,125.36006
-125.979386,47,125.425902
-25.923243,47,125.496621
9.940047,47,125.564184
-35.285089,47,125.632007
53.35,47,125.701027
30.35,47,125.775822
16.422797,47,125.842781
26.419304,47,125.916373
10.269905,47,125.982983
-43.20399,47,126.052114
-48.470555,47,126.125826
-58.687672,47,126.192925
8.875994,47,126.259476
26.65,47,126.331488
-27.573241,47,126.398999
27.55,47,126.469574
-0.383217,47,126.538977
47.8,47,126.613455
51.822094,47,126.683014
91.5,47,126.751745
74.2,47,126.819501
108.35,47,126.888851
26.760701,47,126.962141
-87.55331,47,127.030527
32.228212,47,127.095458
60.891776,47,127.170496
-15.1287,47,127.237005
-10.228977,47,127.306838
-28.203882,47,127.369838
43.35,47,127.439974
37.526483,47,127.511014
69.95,47,127.578947
-142.144514,47,127.645317
-44.421082,47,127.714257
27.500271,47,127.783496
58.75,47,127.854785
78.5,47,127.923743
45.75,47,127.996898
63.55,47,128.067845
83.8,47,128.142382
116.85,47,128.209024
77.95,47,128.280147
85.1,47,128.350783
-57.862016,47,128.415005
-1514.455432,47,128.483011
50.448389,47,128.554524
107.85,47,128.62334
42.05,47,128.692638
34.280545,47,128.761329
-0.104424,47,128.83545
20.415628,47,128.904465
-66.331086,47,128.972309
28.170235,47,129.038822
40.5,47,129.113292
-14.046255,47,129.179809
9.037917,47,129.249138
28.3,47,129.314808
-25.140259,47,129.385834
-2.022268,47,129.457175
1.424531,47,129.527286
-48.173142,47,129.592293
-6.901178,47,129.664824
19.425733,47,129.733068
32.7,47,129.801656
11.2,47,129.870013
11.65,47,129.941646
6.9,47,130.01053
62.55,47,130.078188
10.95,47,130.1445
-68.155598,47,130.215434
52.75,47,130.284229
-28.044467,47,130.354389
41.899307,47,130.426446
35.232099,47,130.497084
39.043809,47,130.566142
49.610156,47,130.63606
25.838894,47,130.702316
52.5,47,130.77082
80.45,47,130.838629
-271.540001,47,130.910677
26.65,47,130.97753
-748.137357,47,131.048876
-628.287615,47,131.119434
62.758629,47,131.186165
81.55,47,131.2517
72.964465,47,131.323023
97.117604,47,131.393256
-309.870197,47,131.461395
8.985504,47,131.526293
-4.395693,47,131.594636
-35.986393,47,131.661501
21.310959,47,131.729282
16.459025,47,131.796962
23.663789,47,131.867838
-52.081568,47,131.936767
9.957903,47,132.007021
72.75,47,132.07276
-35.346053,47,132.143428
-45.789374,47,132.211678
36.3,47,132.280308
38.583191,47,132.345001
45.05,47,132.419343
-115.167884,47,132.489209
74.1,47,132.566514
-18.014976,47,132.632577
-18.159765,47,132.702262
9.3,47,132.769824
59.6,47,132.840126
1.023015,47,132.907447
7.828253,47,132.979972
-84.484185,47,133.047662
-42.137801,47,133.116601
-144.836796,47,133.183
90.968127,47,133.254766
43.4,47,133.324489
-45.190697,47,133.392518
-0.95655,47,133.459871
-239.069703,47,133.529836
10.5,47,133.600777
32.7,47,133.667694
9.351088,47,133.735055
-368.83992,47,133.805823
-221.910613,47,133.875431
-2.631649,47,133.947926
62.05,47,134.013642
63.75,47,134.086795
-46.038511,47,134.155517
-60.413587,47,134.223453
-23.55138,47,134.287561
36.15,47,134.357603
0.604561,47,134.42703
12.753594,47,134.492717
21.45,47,134.560881
22.001743,47,134.630238
-41.853747,47,134.698452
28.55,47,134.767876
2.236656,47,134.833049
20.05,47,134.905724
-39.109141,47,134.973993
-66.803088,47,135.04233
12.55,47,135.111151
12.0,47,135.182049
45.85,47,135.253361
50.646543,47,135.323387
36.069868,47,135.389705
1.494749,47,135.463199
74.545957,47,135.532622
58.9,47,135.59668
93.25,47,135.664805
42.509297,47,135.736088
